Country,Year,Life_expectancy,Population,Health Expenditure per Capita,Total Health Expenditure
Albania,2008,77.653,2947314.0,233.20377197690001,687324742.0003251
Andorra,2008,,83495.0,2954.9711987335,246725320.23825356
Austria,2008,80.4317073170732,8321496.0,4906.26,40827422964.96
Belarus,2008,70.4560975609756,9527985.0,329.8,3142329453.0
Belgium,2008,79.6804878048781,10709973.0,4513.9006835986,48343754446.02255
Bosnia and Herzegovina,2008,76.838,3947544.0,446.2,1761394132.8
Bulgaria,2008,72.9634146341463,7492561.0,442.32,3314109581.52
Croatia,2008,75.9121951219512,4309705.0,1221.23,5263141037.15
Cyprus,2008,78.981,1091026.0,2090.35,2280626199.1
Czechia,2008,76.9756097560976,10384603.0,1405.8566882302998,14599263582.166437
Denmark,2008,78.4463414634146,5493621.0,5953.86,32708250327.059998
Estonia,2008,73.7707317073171,1337090.0,1049.6901416052,1403530191.438897
Finland,2008,79.5682926829268,5313399.0,4351.42,23120830676.58
France,2008,81.2146341463415,64375116.0,4663.1532763684,300191033091.9958
Germany,2008,79.7365853658537,82110097.0,4529.667446292699,371931433392.8358
Greece,2008,79.9390243902439,11077841.0,2755.2932885724,30522700959.17216
Hungary,2008,73.7024390243903,10038188.0,1083.49,10876276316.12
Iceland,2008,81.609756097561,317414.0,4604.59,1461561330.26
Ireland,2008,80.0951219512195,4489544.0,5469.6159179736005,24556081326.84287
Italy,2008,81.4853658536585,58826731.0,3398.88,199944999461.28
Latvia,2008,72.419512195122,2177322.0,886.5799999999999,1930370138.7599998
Lithuania,2008,71.8121951219512,3198231.0,908.89,2906840173.59
Luxembourg,2008,80.5390243902439,488650.0,7351.63,3592373999.5
Moldova,2008,69.394,2868833.0,180.42,517594849.85999995
Monaco,2008,,31836.0,8051.8790625,256339621.83375
Netherlands,2008,80.2512195121951,16445593.0,5220.54,85854876080.22
North Macedonia,2008,74.4,1971493.0,301.67,594740293.3100001
Norway,2008,80.5926829268293,4768212.0,7534.96,35928286691.52
Poland,2008,75.5439024390244,38125759.0,866.2099999999999,33024913703.389996
Portugal,2008,78.5243902439025,10558177.0,2320.24,24497504602.48
Romania,2008,72.5658536585366,20537875.0,505.37,10379225888.75
Russian Federation,2008,67.9492682926829,142742366.0,591.6999999999999,84460657962.2
San Marino,2008,,31662.0,4108.7727001941,130091961.2335456
Serbia,2008,73.8853658536585,7350222.0,651.7304132121001,4790363221.260669
Slovakia,2008,74.7048780487805,5379233.0,1214.44,6532755724.52
Slovenia,2008,78.7658536585366,2021316.0,2113.63,4272314137.0800004
Spain,2008,81.1756097560976,45954106.0,2905.3304541052,133511863652.97849
Sweden,2008,81.1,9219637.0,4489.16,41388425634.92
Switzerland,2008,81.9926829268293,7647675.0,6907.0332470691,52822745487.77918
Ukraine,2008,68.2514634146342,46819175.0,209.51999999999998,9809553546.0
United Kingdom,2008,79.6,61806995.0,4168.5508447302,257645601217.48526
