Country,Year,Total,Life_expectancy,Population
Albania,1972,female,68.913,1107585
Albania,1972,male,64.037,1135541
Albania,1972,total,66.422,2243126
Andorra,1972,female,..,10650
Andorra,1972,male,..,12307
Andorra,1972,total,..,22957
Austria,1972,female,74.1,3981424
Austria,1972,male,67,3562777
Austria,1972,total,70.4634146341463,7544201
Belarus,1972,female,74.721,4949402
Belarus,1972,male,67.162,4239566
Belarus,1972,total,70.8493170731708,9188968
Belgium,1972,female,74.76,4961408
Belgium,1972,male,68.21,4749707
Belgium,1972,total,71.4051219512195,9711115
Bosnia and Herzegovina,1972,female,70.761,2010836
Bosnia and Herzegovina,1972,male,64.502,1837435
Bosnia and Herzegovina,1972,total,67.672,3848271
Bulgaria,1972,female,73.23,4290340
Bulgaria,1972,male,68.68,4285860
Bulgaria,1972,total,70.899512195122,8576200
Channel Islands,1972,female,75.155,64687
Channel Islands,1972,male,68.537,61077
Channel Islands,1972,total,71.868,125764
Croatia,1972,female,73.399,2319303
Croatia,1972,male,65.673,2131261
Croatia,1972,total,69.4417804878049,4450564
Cyprus,1972,female,73.014,332885
Cyprus,1972,male,66.861,328178
Cyprus,1972,total,69.811,661063
Czechia,1972,female,73.68,5091182
Czechia,1972,male,66.84,4776450
Czechia,1972,total,70.1765853658537,9867632
Denmark,1972,female,76.21,2514082
Denmark,1972,male,70.8,2477514
Denmark,1972,total,73.4390243902439,4991596
Estonia,1972,female,74.269,753498
Estonia,1972,male,65.138,639020
Estonia,1972,total,69.5921463414634,1392518
Faroe Islands,1972,female,..,18747
Faroe Islands,1972,male,..,20425
Faroe Islands,1972,total,..,39172
Finland,1972,female,75.02,2398160
Finland,1972,male,66.6,2241497
Finland,1972,total,70.7073170731707,4639657
France,1972,female,76,27050001
France,1972,male,68.4,25912355
France,1972,total,72.1073170731707,52962356
Germany,1972,female,74.111,41350112
Germany,1972,male,67.855,37338340
Germany,1972,total,70.9067073170732,78688452
Gibraltar,1972,female,72.367,13543
Gibraltar,1972,male,69.232,13747
Gibraltar,1972,total,70.827,27290
Greece,1972,female,75.295,4543153
Greece,1972,male,70.39,4345475
Greece,1972,total,72.7826829268293,8888628
Hungary,1972,female,72.62,5359484
Hungary,1972,male,66.85,5039005
Hungary,1972,total,69.6646341463415,10398489
Iceland,1972,female,76.94,103454
Iceland,1972,male,72.09,105683
Iceland,1972,total,74.4558536585366,209137
Ireland,1972,female,73.573,1511578
Ireland,1972,male,68.592,1525272
Ireland,1972,total,71.021756097561,3036850
Isle of Man,1972,female,70.948,30331
Isle of Man,1972,male,60.162,27036
Isle of Man,1972,total,65.371,57367
Italy,1972,female,75.21,27936577
Italy,1972,male,69.09,26444768
Italy,1972,total,72.0753658536586,54381345
Kosovo,1972,female,66.676,648391
Kosovo,1972,male,63.726,653188
Kosovo,1972,total,65.193,1301579
Latvia,1972,female,74.76,1297247
Latvia,1972,male,65.23,1098427
Latvia,1972,total,69.8787804878049,2395674
Liechtenstein,1972,female,..,11145
Liechtenstein,1972,male,..,10987
Liechtenstein,1972,total,..,22132
Lithuania,1972,female,75.45,1702947
Lithuania,1972,male,66.81,1510675
Lithuania,1972,total,71.0246341463415,3213622
Luxembourg,1972,female,73.93,176073
Luxembourg,1972,male,66.885,170527
Luxembourg,1972,total,70.3215853658537,346600
Moldova,1972,female,67.546,1341746
Moldova,1972,male,59.998,1142996
Moldova,1972,total,63.949,2484742
Monaco,1972,female,..,13487
Monaco,1972,male,..,11375
Monaco,1972,total,..,24862
Montenegro,1972,female,73.348,272350
Montenegro,1972,male,67.542,249435
Montenegro,1972,total,70.3741951219512,521785
Netherlands,1972,female,76.79,6679144
Netherlands,1972,male,70.81,6649449
Netherlands,1972,total,73.7270731707317,13328593
North Macedonia,1972,female,67.286,876626
North Macedonia,1972,male,63.895,840769
North Macedonia,1972,total,65.5491463414634,1717395
Norway,1972,female,77.51,1977179
Norway,1972,male,71.33,1955825
Norway,1972,total,74.3446341463415,3933004
Poland,1972,female,74.2,16987186
Poland,1972,male,67.3,16068464
Poland,1972,total,70.6658536585366,33055650
Portugal,1972,female,71.5,4520992
Portugal,1972,male,65.3,4109438
Portugal,1972,total,68.3243902439024,8630430
Romania,1972,female,70.77,10624131
Romania,1972,male,66.28,10033826
Romania,1972,total,68.470243902439,20657957
Russian Federation,1972,female,73.62,71780704
Russian Federation,1972,male,63.25,60128296
Russian Federation,1972,total,68.3085365853659,131909000
San Marino,1972,female,..,9235
San Marino,1972,male,..,9552
San Marino,1972,total,..,18787
Serbia,1972,female,69.847,3738183
Serbia,1972,male,64.512,3513829
Serbia,1972,total,67.1144390243903,7252012
Slovakia,1972,female,73.838,2329645
Slovakia,1972,male,66.927,2266977
Slovakia,1972,total,70.2982195121951,4596622
Slovenia,1972,female,72.9,919510
Slovenia,1972,male,65.4,832723
Slovenia,1972,total,69.0585365853659,1752233
Spain,1972,female,75.63,17700465
Spain,1972,male,70.14,16904004
Spain,1972,total,72.8180487804878,34604469
Sweden,1972,female,77.53,4072277
Sweden,1972,male,72.04,4050023
Sweden,1972,total,74.7180487804878,8122300
Switzerland,1972,female,76.82,3202940
Switzerland,1972,male,70.62,3058016
Switzerland,1972,total,73.6443902439024,6260956
Ukraine,1972,female,72.979,26249232
Ukraine,1972,male,65.049,21697661
Ukraine,1972,total,68.9172926829269,47946893
United Kingdom,1972,female,75.3,28823016
United Kingdom,1972,male,69.1,27263049
United Kingdom,1972,total,72.1243902439024,56086065
