Country,Year,Total,Life_expectancy,Population
Albania,2002,female,78.823,1561561
Albania,2002,male,73.22,1489449
Albania,2002,total,75.89,3051010
Andorra,2002,female,..,32023
Andorra,2002,male,..,34483
Andorra,2002,total,..,66506
Austria,2002,female,81.7,4163642
Austria,2002,male,75.8,3918315
Austria,2002,total,78.6780487804878,8081957
Belarus,2002,female,74.1,5251762
Belarus,2002,male,62.3,4613786
Belarus,2002,total,68.0560975609756,9865548
Belgium,2002,female,81.2,5278172
Belgium,2002,male,75.1,5054613
Belgium,2002,total,78.0756097560976,10332785
Bosnia and Herzegovina,2002,female,76.83,2183717
Bosnia and Herzegovina,2002,male,72.21,2004285
Bosnia and Herzegovina,2002,total,74.612,4188002
Bulgaria,2002,female,75.4,4022127
Bulgaria,2002,male,68.5,3815034
Bulgaria,2002,total,71.8658536585366,7837161
Channel Islands,2002,female,81.135,77164
Channel Islands,2002,male,76.561,72717
Channel Islands,2002,total,78.906,149881
Croatia,2002,female,78.4,2234708
Croatia,2002,male,71.21,2067466
Croatia,2002,total,74.7173170731707,4302174
Cyprus,2002,female,79.635,483007
Cyprus,2002,male,75.37,498433
Cyprus,2002,total,77.487,981440
Czechia,2002,female,78.5,5226006
Czechia,2002,male,72.1,4970910
Czechia,2002,total,75.2219512195122,10196916
Denmark,2002,female,79.2,2717658
Denmark,2002,male,74.7,2658273
Denmark,2002,total,76.8951219512195,5375931
Estonia,2002,female,77,737236
Estonia,2002,male,65.1,642114
Estonia,2002,total,70.9048780487805,1379350
Faroe Islands,2002,female,81.2,22814
Faroe Islands,2002,male,76.6,24521
Faroe Islands,2002,total,78.8439024390244,47335
Finland,2002,female,81.5,2659227
Finland,2002,male,74.9,2541371
Finland,2002,total,78.119512195122,5200598
France,2002,female,83,31852476
France,2002,male,75.7,29959666
France,2002,total,79.2609756097561,61812142
Germany,2002,female,81.2,42333358
Germany,2002,male,75.4,40155137
Germany,2002,total,78.2292682926829,82488495
Gibraltar,2002,female,83.255,13984
Gibraltar,2002,male,77.03,13847
Gibraltar,2002,total,80.26,27831
Greece,2002,female,81.1,5521522
Greece,2002,male,76.3,5380500
Greece,2002,total,78.6414634146341,10902022
Hungary,2002,female,76.6,5328931
Hungary,2002,male,68.3,4829677
Hungary,2002,total,72.3487804878049,10158608
Iceland,2002,female,82.5,143669
Iceland,2002,male,78.6,143854
Iceland,2002,total,80.5024390243903,287523
Ireland,2002,female,80.4,1977922
Ireland,2002,male,75,1954025
Ireland,2002,total,77.6341463414634,3931947
Isle of Man,2002,female,77.905,39359
Isle of Man,2002,male,72.921,37916
Isle of Man,2002,total,75.42,77275
Italy,2002,female,83.2,29424967
Italy,2002,male,77.4,27634040
Italy,2002,total,80.2292682926829,57059007
Kosovo,2002,female,76.312,909376
Kosovo,2002,male,73.045,920086
Kosovo,2002,total,74.676,1829462
Latvia,2002,female,76.8,1250013
Latvia,2002,male,65.4,1060160
Latvia,2002,total,70.9609756097561,2310173
Liechtenstein,2002,female,82.3,17099
Liechtenstein,2002,male,77.1,16595
Liechtenstein,2002,total,79.6365853658537,33694
Lithuania,2002,female,77.6,1836042
Lithuania,2002,male,66.2,1607025
Lithuania,2002,total,71.7609756097561,3443067
Luxembourg,2002,female,81.5,226305
Luxembourg,2002,male,74.6,219870
Luxembourg,2002,total,77.9658536585366,446175
Moldova,2002,female,70.505,1564225
Moldova,2002,male,63.289,1347160
Moldova,2002,total,66.938,2911385
Monaco,2002,female,..,16668
Monaco,2002,male,..,15754
Monaco,2002,total,..,32422
Montenegro,2002,female,77.057,318318
Montenegro,2002,male,70.906,291510
Montenegro,2002,total,73.9064878048781,609828
Netherlands,2002,female,80.7,8170465
Netherlands,2002,male,76,7978464
Netherlands,2002,total,78.2926829268293,16148929
North Macedonia,2002,female,75.6,1030683
North Macedonia,2002,male,70.6,989474
North Macedonia,2002,total,73.0390243902439,2020157
Norway,2002,female,81.6,2289125
Norway,2002,male,76.5,2249034
Norway,2002,total,78.9878048780488,4538159
Poland,2002,female,78.8,19714178
Poland,2002,male,70.4,18516186
Poland,2002,total,74.4975609756098,38230364
Portugal,2002,female,80.6,5390986
Portugal,2002,male,73.7,5028645
Portugal,2002,total,77.0658536585366,10419631
Romania,2002,female,74.8,11309347
Romania,2002,male,67.4,10421149
Romania,2002,total,71.009756097561,21730496
Russian Federation,2002,female,71.9,77571695
Russian Federation,2002,male,58.68,67734802
Russian Federation,2002,total,65.1287804878049,145306497
San Marino,2002,female,..,14225
San Marino,2002,male,..,13266
San Marino,2002,total,..,27491
Serbia,2002,female,75,3948345
Serbia,2002,male,69.7,3551686
Serbia,2002,total,72.2853658536585,7500031
Slovakia,2002,female,77.6,2764892
Slovakia,2002,male,69.8,2612020
Slovakia,2002,total,73.6048780487805,5376912
Slovenia,2002,female,79.9,1019190
Slovenia,2002,male,72.3,975340
Slovenia,2002,total,76.0073170731707,1994530
Spain,2002,female,83,21071764
Spain,2002,male,76.3,20359794
Spain,2002,total,79.5682926829268,41431558
Sweden,2002,female,82.1,4506981
Sweden,2002,male,77.7,4417977
Sweden,2002,total,79.8463414634146,8924958
Switzerland,2002,female,83.1,3724029
Switzerland,2002,male,77.8,3560724
Switzerland,2002,total,80.3853658536585,7284753
Ukraine,2002,female,74.13,26004582
Ukraine,2002,male,62.7,22672699
Ukraine,2002,total,68.2756097560976,48677281
United Kingdom,2002,female,80.5,30543756
United Kingdom,2002,male,75.9,28826723
United Kingdom,2002,total,78.1439024390244,59370479
